ID,tip_r,indentation_depth,specimen_E,specimen_n,yield_stress,slope,slope_2,slope_3,work_total,work_elastic,work_plastic,work_ratio,curvature,curvature_linear,curvature_shift,h_ratio,norm_curvature,norm_curvature_linear,norm_curvature_shift,norm_slope,curvature_200,curvature_200_norm,curvature_200_norm_linear,curvature_200_norm_shift,work_total_trapz,work_elastic_trapz,work_plastic_trapz,work_ratio_trapz,alpha,exp,alpha_norm,exp_norm
77232,0.35700000000000004,0.23,205124.0,0.104,2168.13,256515.7450527659,249985.90997750388,256401.72101449288,799.0493684700001,199.57822374799358,599.4711447220066,0.7502304217696324,157877.4872596999,6558.114198667209,34.079078222158465,0.201,0.8428834497905088,0.15222937136871922,0.0034393750610156515,5.957571800651686,156483.15541513707,0.8191305681639618,0.17992169621671292,0.0038253636091917257,799.0493684700001,-199.57822374799358,998.6275922179937,1.2497695782303675,4.6739111198375705,1.3973638887631888e-06,0.9885771154316432,1.759081160208843
77233,0.928,0.23,113594.7,0.163,2198.19,160461.23560833378,149172.90535611752,161863.46781564175,899.8271974900001,349.45503208532784,550.3721654046724,0.6116420652097357,113313.19970901505,17686.47019743894,-19.849950618992075,0.3540000000000001,0.5909292550229331,0.4010221269382127,-0.0019568581279823826,3.5202965321075825,107675.11787147967,0.530653975112758,0.4645439166104936,-0.005846215304621483,899.8271974900001,-349.45503208532784,1249.2822295753278,1.3883579347902644,4.54309136348601,1.5684713396534383e-06,0.9744283697821108,1.4767969788182636
77234,0.774,0.23,107974.0,0.331,523.96,159864.68583889867,148090.95441495255,159823.64130434796,483.16555285000015,106.77385891599457,376.3916939340057,0.7790118556958825,68783.86444458389,8155.980771986939,4.93116351077083,0.201,0.6466429382227545,0.3333698940889805,0.0008763328597463983,6.468687951069922,68307.95059738036,0.6130981279360048,0.3730880953395609,0.0008437721869776205,483.16555285000015,-106.77385891599457,589.9394117659947,1.2209881443041175,4.533068073477369,4.197375603284704e-07,0.9655646739001196,1.5363614854529943
77235,0.197,0.23,104725.6,0.263,1698.8,125020.60444328733,120306.41935243212,124974.63768115884,519.65266867,189.2886581800166,330.36401048998346,0.6357400440865967,116064.9677544934,2285.6543170375808,15.954273228666437,0.28600000000000003,0.9212652556350394,0.07887988322378739,0.002393893547785941,4.316710912126065,115192.77610656,0.8948562922114401,0.09546645024428614,0.002507338912464258,519.65266867,-189.2886581800166,708.9413268500166,1.3642599559134032,4.697585246515731,1.4140014850442224e-06,0.9968474948460844,1.8688019191206648
77236,0.875,0.23,170531.2,0.157,2197.27,232379.83242319393,220836.82668584253,232253.07514309962,1066.54118892,331.04954872648733,735.4916401935127,0.689604534578065,141534.73507493682,19599.18737317965,6.326111389604876,0.28600000000000003,0.6245828985986895,0.3760428010972258,0.0005277261356700918,4.393750544621882,138964.61297012624,0.5799432782025433,0.4226980912656193,-0.0005484532332873382,1066.54118892,-331.04954872648733,1397.590737646487,1.310395465421935,4.559736717448912,3.1410862877043e-06,0.9849136356847914,1.4978718131300666
77237,0.524,0.23,62997.6,0.087,1981.06,81751.17677505787,76308.36831688906,81704.54772613694,473.402539438,213.1856592211156,260.21688021688453,0.5496736044673546,80033.23886150686,6040.374444699822,8.199528691341811,0.3710000000000001,0.7477865871284606,0.245382357649088,0.0014482363594001382,3.2564191847476662,79074.51515452529,0.7099712350362638,0.28100793162631044,0.00108754200356187,473.402539438,-213.1856592211156,686.5881986591157,1.4503263955326453,4.573492850134699,3.7770148402203836e-06,0.9815785817403208,1.6453680272622515
77238,0.986,0.23,120987.4,0.456,2410.29,147205.3345313566,139070.5909715675,147562.5648714102,1149.85336074,600.1509575491809,549.702403190819,0.4780630486978378,142990.79438938142,23374.778509594576,-82.47894068411209,0.49,0.590880286417782,0.4199630512622092,-0.0064428607530522325,2.645458150111329,138511.0609260484,0.5341609551193709,0.47148846684619206,-0.010674218675226459,1149.85336074,-600.1509575491809,1750.004318289181,1.5219369513021619,4.563056806041948,1.293036735288333e-05,0.9901667756046679,1.48221675368967
77239,0.109,0.23,168213.8,0.171,727.38,235630.25362318827,224461.0078276371,236687.747035569,352.5510078700001,47.422328622398865,305.1286792476012,0.8654880355926101,83572.62119604311,879.245867870907,3.5276670020231644,0.105,0.961112291766796,0.043963557506688455,0.000766900024413375,11.768094033679786,84248.50854335158,0.9437425003503146,0.042050990264475015,0.002271267907558716,352.5510078700001,-47.422328622398865,399.9733364923989,1.13451196440739,4.682901340657518,5.840811406629422e-07,1.002623411181266,1.9280324936691045
77240,0.625,0.23,19608.0,0.177,3964.49,20676.156524715312,16582.351616287055,21288.842325825037,238.60831253400002,238.80755807249938,-0.1992455384993264,-0.0008350318410258034,38211.74723713033,3564.020804282074,-18.167931839204137,0.949,0.7149253643552135,0.2899186865952698,-0.00642559978491026,1.6317015893530449,37934.671032890285,0.6805672816082253,0.32867140888356405,-0.009501402701719714,238.60831253400002,-238.80755807249938,477.4158706064994,2.0008350318410257,4.473625161727528,7.272355758553219e-07,0.9870409904955196,1.6284856700184944
77241,0.472,0.23,179897.8,0.386,3423.38,199517.00462793812,182117.6382981532,199352.86902003532,1179.82889642,574.8558685861499,604.9730278338502,0.5127633588815658,211604.83264382603,13197.380314545084,22.03895939044675,0.42200000000000004,0.7808786683955145,0.21174729489871266,0.0015374221480752624,3.130921993177511,208796.01834479868,0.7456085274238667,0.24660176906577755,0.0009728053164344562,1179.82889642,-574.8558685861499,1754.68476500615,1.487236641118434,4.660746785487691,2.995513834799945e-06,0.9823808992188524,1.6879681231713777
